                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.4326,                0.66819,                 1.7817,                0.90872,                0.91819,                0.91876,                0.69134,                 2.0623,                 1.2575,                 2.1134,                0.00703,                0.00703,                0.00703
                     47,                 1.4063,                0.65635,                 1.7737,                0.90689,                 0.9153,                0.92106,                 0.6947,                 2.0715,                  1.214,                 2.1187,               0.006964,               0.006964,               0.006964
                     48,                 1.3821,                0.64965,                 1.7647,                0.89303,                0.91442,                  0.914,                0.68737,                  2.075,                 1.2952,                 2.1352,               0.006898,               0.006898,               0.006898
                     49,                 1.3681,                0.63851,                 1.7614,                0.89734,                0.92006,                0.92055,                0.69156,                 2.0647,                 1.2688,                 2.1147,               0.006832,               0.006832,               0.006832
                     50,                 1.3516,                0.63531,                 1.7531,                0.90788,                0.90837,                0.90962,                0.68761,                 2.0741,                 1.3213,                 2.1048,               0.006766,               0.006766,               0.006766
                     51,                  1.341,                0.63363,                 1.7502,                0.90546,                0.91801,                0.92191,                0.69584,                 2.0625,                 1.2349,                 2.1075,                 0.0067,                 0.0067,                 0.0067
                     52,                 1.3215,                0.62245,                 1.7461,                0.90477,                0.91341,                0.91894,                0.69496,                  2.066,                 1.2472,                 2.1218,               0.006634,               0.006634,               0.006634
                     53,                 1.3017,                0.60677,                 1.7414,                0.90532,                0.91474,                0.91023,                0.68699,                 2.0669,                 1.2983,                 2.1247,               0.006568,               0.006568,               0.006568
                     54,                  1.279,                0.59723,                 1.7368,                0.90956,                 0.9113,                0.91231,                0.69015,                 2.0774,                 1.2979,                 2.1297,               0.006502,               0.006502,               0.006502
                     55,                 1.2748,                0.59652,                 1.7348,                0.90753,                0.90697,                0.90708,                 0.6869,                 2.0758,                 1.3817,                 2.1257,               0.006436,               0.006436,               0.006436
                     56,                  1.263,                0.59647,                  1.731,                0.90627,                0.91686,                0.91529,                0.68827,                 2.0934,                 1.2622,                 2.1435,                0.00637,                0.00637,                0.00637
                     57,                 1.2551,                0.58896,                 1.7268,                0.90909,                0.90795,                0.90979,                0.68656,                 2.0883,                 1.3402,                 2.1393,               0.006304,               0.006304,               0.006304
                     58,                 1.2251,                0.57468,                 1.7173,                 0.9075,                0.91593,                0.91393,                0.69416,                 2.0649,                 1.3003,                 2.1358,               0.006238,               0.006238,               0.006238
                     59,                 1.2121,                0.57631,                 1.7173,                 0.9093,                0.91467,                0.91129,                0.68942,                 2.0622,                 1.3055,                 2.1359,               0.006172,               0.006172,               0.006172
                     60,                 1.2108,                0.57446,                 1.7144,                 0.9046,                0.90829,                0.91113,                0.69159,                 2.0685,                  1.334,                 2.1468,               0.006106,               0.006106,               0.006106
                     61,                 1.2025,                0.56371,                 1.7134,                0.90744,                0.92224,                0.92109,                 0.6979,                 2.0726,                 1.2702,                 2.1282,                0.00604,                0.00604,                0.00604
                     62,                 1.1819,                0.55966,                 1.7098,                0.90658,                0.91657,                0.92067,                0.69766,                 2.0707,                 1.3122,                 2.1388,               0.005974,               0.005974,               0.005974
                     63,                 1.1691,                0.55548,                 1.7076,                0.90959,                0.91936,                 0.9227,                0.69803,                 2.0712,                 1.2708,                 2.1404,               0.005908,               0.005908,               0.005908
                     64,                  1.153,                0.54377,                  1.699,                0.90633,                0.91882,                  0.916,                0.69219,                 2.0806,                 1.3196,                   2.15,               0.005842,               0.005842,               0.005842
                     65,                 1.1448,                0.54018,                 1.6977,                0.91137,                0.91587,                0.91705,                0.69582,                 2.0749,                  1.283,                  2.154,               0.005776,               0.005776,               0.005776
                     66,                 1.1343,                0.53539,                 1.6956,                0.90767,                0.91992,                0.91778,                0.69537,                  2.098,                 1.3227,                 2.1728,                0.00571,                0.00571,                0.00571
                     67,                 1.1183,                0.53297,                 1.6898,                0.91026,                0.91536,                0.92379,                0.70138,                 2.0783,                 1.2977,                 2.1558,               0.005644,               0.005644,               0.005644
                     68,                 1.1062,                0.52475,                 1.6892,                0.90497,                0.91805,                0.91768,                0.69781,                 2.0659,                 1.3292,                 2.1392,               0.005578,               0.005578,               0.005578
                     69,                  1.099,                0.52864,                 1.6897,                 0.9085,                0.91128,                0.91907,                0.70109,                 2.0491,                 1.3026,                 2.1346,               0.005512,               0.005512,               0.005512
                     70,                 1.0869,                0.52524,                 1.6848,                0.91394,                0.91787,                0.93018,                0.70804,                 2.0494,                 1.2256,                 2.1387,               0.005446,               0.005446,               0.005446
                     71,                 1.0805,                0.51984,                 1.6827,                0.91065,                0.91562,                0.92166,                0.69921,                 2.0729,                 1.3121,                 2.1644,                0.00538,                0.00538,                0.00538
                     72,                 1.0773,                0.51833,                 1.6819,                0.90729,                0.92009,                0.92197,                0.69993,                 2.0689,                 1.3017,                 2.1604,               0.005314,               0.005314,               0.005314
                     73,                 1.0621,                 0.5072,                 1.6739,                0.90897,                0.92176,                0.92048,                0.70264,                 2.0532,                 1.2991,                 2.1534,               0.005248,               0.005248,               0.005248
                     74,                 1.0493,                0.49973,                 1.6766,                0.90347,                0.92239,                0.91768,                0.70086,                 2.0562,                 1.3327,                 2.1591,               0.005182,               0.005182,               0.005182
                     75,                 1.0454,                0.50278,                  1.675,                0.90565,                0.91958,                0.91356,                0.69419,                 2.0635,                 1.3332,                 2.1664,               0.005116,               0.005116,               0.005116
                     76,                 1.0257,                 0.4923,                 1.6677,                0.90921,                0.91707,                0.91703,                0.69643,                 2.0625,                 1.3072,                 2.1587,                0.00505,                0.00505,                0.00505
                     77,                 1.0292,                0.49561,                 1.6685,                0.90324,                0.91671,                0.91869,                0.69916,                 2.0569,                 1.3087,                 2.1582,               0.004984,               0.004984,               0.004984
                     78,                 1.0257,                0.49287,                 1.6713,                0.91184,                0.91474,                0.91564,                0.69508,                 2.0549,                 1.3319,                 2.1659,               0.004918,               0.004918,               0.004918
                     79,                 1.0165,                0.49369,                 1.6682,                0.91223,                0.91844,                0.91768,                0.69493,                  2.081,                 1.3504,                  2.182,               0.004852,               0.004852,               0.004852
