                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.1194,                0.52902,                 1.6896,                0.91087,                0.92096,                0.92181,                0.69903,                 2.0623,                 1.2733,                 2.1631,               0.005776,               0.005776,               0.005776
                     66,                 1.1057,                0.52364,                  1.687,                0.91832,                  0.922,                0.92025,                0.69463,                 2.0694,                 1.3022,                 2.1718,                0.00571,                0.00571,                0.00571
                     67,                 1.0979,                0.52021,                 1.6833,                0.91214,                0.92228,                0.91725,                0.69335,                 2.0611,                 1.2845,                 2.1525,               0.005644,               0.005644,               0.005644
                     68,                 1.0816,                0.51409,                  1.681,                0.91322,                0.92239,                0.92204,                0.69598,                 2.0718,                 1.2879,                 2.1684,               0.005578,               0.005578,               0.005578
                     69,                  1.075,                0.51255,                 1.6815,                0.91656,                 0.9233,                0.92746,                0.70262,                 2.0649,                 1.2458,                 2.1427,               0.005512,               0.005512,               0.005512
                     70,                 1.0647,                0.50965,                 1.6781,                0.90792,                0.91653,                0.91337,                0.69206,                 2.0696,                 1.3175,                 2.1549,               0.005446,               0.005446,               0.005446
                     71,                 1.0598,                0.50907,                  1.676,                0.91804,                0.92017,                0.91518,                0.69061,                 2.0777,                 1.3202,                 2.1713,                0.00538,                0.00538,                0.00538
                     72,                 1.0623,                0.51059,                 1.6764,                 0.9107,                 0.9144,                0.91638,                0.68995,                 2.0843,                 1.3519,                 2.1951,               0.005314,               0.005314,               0.005314
                     73,                 1.0411,                0.49628,                 1.6688,                 0.9139,                0.91632,                0.91692,                0.69316,                 2.0727,                 1.3202,                 2.1628,               0.005248,               0.005248,               0.005248
                     74,                 1.0266,                0.48882,                 1.6706,                0.90876,                0.92226,                0.91638,                0.69387,                  2.061,                 1.3225,                 2.1563,               0.005182,               0.005182,               0.005182
                     75,                 1.0279,                0.49491,                 1.6694,                0.91708,                0.92043,                0.91452,                0.69115,                 2.0696,                 1.3344,                  2.167,               0.005116,               0.005116,               0.005116
                     76,                 1.0148,                0.48505,                 1.6632,                0.91624,                0.92116,                0.91875,                0.69382,                 2.0724,                 1.3284,                 2.1712,                0.00505,                0.00505,                0.00505
                     77,                 1.0177,                0.48816,                 1.6645,                0.91685,                0.92206,                0.91917,                0.69601,                 2.0617,                 1.2863,                  2.167,               0.004984,               0.004984,               0.004984
                     78,                 1.0119,                0.48792,                 1.6661,                0.91484,                0.91938,                0.91844,                0.69176,                  2.072,                 1.3136,                 2.1845,               0.004918,               0.004918,               0.004918
                     79,                0.99766,                0.48454,                 1.6622,                0.90469,                0.91962,                0.91323,                0.69185,                 2.0633,                 1.3326,                 2.1809,               0.004852,               0.004852,               0.004852
                     80,                0.98325,                0.47528,                 1.6638,                0.91517,                0.91314,                0.91544,                0.69453,                 2.0532,                 1.3054,                 2.1641,               0.004786,               0.004786,               0.004786
                     81,                0.97795,                0.47494,                 1.6595,                0.90885,                0.91697,                0.91763,                0.69752,                 2.0558,                 1.2991,                  2.169,                0.00472,                0.00472,                0.00472
                     82,                0.98088,                0.47716,                 1.6583,                 0.9098,                0.92045,                0.91468,                0.69188,                   2.08,                 1.3266,                 2.1911,               0.004654,               0.004654,               0.004654
                     83,                0.96853,                0.46979,                 1.6545,                0.91102,                0.91534,                0.91531,                0.69455,                 2.0615,                  1.339,                 2.1739,               0.004588,               0.004588,               0.004588
                     84,                0.95527,                0.46038,                 1.6511,                0.90988,                0.92082,                0.91439,                0.69311,                 2.0691,                 1.3389,                 2.1909,               0.004522,               0.004522,               0.004522
                     85,                0.96026,                 0.4661,                 1.6542,                0.90951,                0.92418,                0.91565,                0.69464,                 2.0708,                  1.326,                 2.1831,               0.004456,               0.004456,               0.004456
                     86,                0.95164,                0.45659,                 1.6523,                0.91439,                0.91958,                0.91558,                0.69389,                  2.073,                 1.3334,                 2.1921,                0.00439,                0.00439,                0.00439
                     87,                0.94894,                0.46059,                  1.653,                0.90953,                0.91907,                0.91401,                0.69298,                 2.0636,                 1.3272,                  2.182,               0.004324,               0.004324,               0.004324
                     88,                 0.9351,                0.45908,                 1.6491,                0.91255,                0.91803,                0.91784,                0.69536,                  2.066,                  1.353,                 2.1951,               0.004258,               0.004258,               0.004258
                     89,                0.93354,                0.45642,                 1.6473,                0.91595,                0.91862,                0.92256,                 0.6998,                 2.0544,                 1.3401,                 2.1864,               0.004192,               0.004192,               0.004192
                     90,                0.92634,                0.45461,                  1.648,                0.91812,                0.92749,                0.92788,                0.70441,                 2.0561,                 1.2967,                 2.1981,               0.004126,               0.004126,               0.004126
                     91,                0.92654,                0.44799,                 1.6447,                0.91633,                0.91544,                  0.922,                0.69932,                 2.0583,                 1.3465,                 2.1949,                0.00406,                0.00406,                0.00406
                     92,                0.91568,                0.44394,                 1.6425,                0.91423,                0.92258,                0.92046,                0.69952,                 2.0532,                 1.3458,                 2.1857,               0.003994,               0.003994,               0.003994
                     93,                0.89925,                  0.438,                 1.6419,                0.91512,                0.91999,                0.91719,                0.69739,                 2.0554,                 1.3487,                 2.1857,               0.003928,               0.003928,               0.003928
                     94,                0.89381,                 0.4346,                 1.6415,                0.91168,                0.92251,                0.91885,                0.69689,                  2.059,                 1.3643,                 2.1894,               0.003862,               0.003862,               0.003862
