                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                 1.4013,                0.65028,                 1.7691,                0.90269,                0.92163,                0.92197,                0.69567,                 2.0469,                  1.244,                 2.1167,               0.002476,               0.002476,               0.002476
                    116,                 1.3803,                0.64145,                 1.7597,                0.90844,                0.91555,                 0.9181,                 0.6931,                 2.0385,                 1.2504,                 2.1141,                0.00241,                0.00241,                0.00241
                    117,                 1.3735,                0.63982,                 1.7696,                0.90927,                 0.9178,                0.92044,                0.69322,                 2.0367,                 1.2278,                 2.1098,               0.002344,               0.002344,               0.002344
                    118,                 1.3809,                0.64196,                 1.7701,                0.91077,                 0.9141,                0.91812,                0.69351,                 2.0391,                 1.2508,                 2.1125,               0.002278,               0.002278,               0.002278
                    119,                 1.3566,                 0.6255,                 1.7597,                 0.9052,                0.91916,                0.91596,                0.69178,                 2.0396,                 1.2598,                 2.1199,               0.002212,               0.002212,               0.002212
                    120,                  1.346,                0.62582,                 1.7563,                0.90451,                0.91471,                0.91621,                0.69235,                 2.0418,                 1.2774,                 2.1209,               0.002146,               0.002146,               0.002146
                    121,                 1.3604,                0.63403,                 1.7614,                0.90485,                0.91361,                 0.9169,                 0.6926,                 2.0449,                 1.2934,                 2.1186,                0.00208,                0.00208,                0.00208
                    122,                 1.3453,                0.62679,                 1.7548,                0.90889,                0.91153,                0.91942,                 0.6952,                 2.0415,                 1.2711,                 2.1173,               0.002014,               0.002014,               0.002014
                    123,                 1.3382,                 0.6198,                 1.7542,                0.91023,                0.91237,                 0.9162,                 0.6928,                 2.0465,                 1.2847,                 2.1232,               0.001948,               0.001948,               0.001948
                    124,                 1.3311,                0.61928,                 1.7508,                0.90928,                0.91145,                0.91565,                0.69189,                  2.049,                   1.31,                  2.128,               0.001882,               0.001882,               0.001882
                    125,                 1.3296,                0.62163,                 1.7524,                0.91066,                0.91288,                0.91652,                0.69394,                 2.0439,                 1.2968,                 2.1251,               0.001816,               0.001816,               0.001816
                    126,                 1.3223,                0.61758,                 1.7498,                0.90817,                0.90969,                0.92026,                0.69632,                 2.0497,                 1.2967,                  2.127,                0.00175,                0.00175,                0.00175
                    127,                 1.3201,                0.61921,                 1.7497,                0.90811,                0.91235,                0.91816,                0.69405,                 2.0484,                 1.2889,                 2.1281,               0.001684,               0.001684,               0.001684
                    128,                  1.319,                0.62196,                 1.7493,                0.90553,                0.91229,                0.91785,                0.69321,                 2.0537,                  1.297,                 2.1309,               0.001618,               0.001618,               0.001618
                    129,                  1.305,                0.61192,                 1.7412,                0.90495,                 0.9161,                0.91858,                0.69256,                 2.0537,                 1.2884,                 2.1326,               0.001552,               0.001552,               0.001552
                    130,                 1.2974,                0.60938,                   1.75,                0.91004,                0.91234,                0.91774,                0.69256,                 2.0522,                 1.2938,                   2.13,               0.001486,               0.001486,               0.001486
